2012-01-01	Bout to punish this burrito bowl from #Chipotle http://yfrog.com/eswnx9j
2012-01-01	Who needs monogram towels when you got His & Hers #Chipotle Burritos?
2012-01-01	Love me some #Chipotle
2012-01-01	There are our babies, Heratio and Toby. #chipotle
2012-01-01	Her:you want a mint? Me: nahh, I like the taste of #chipotle in my mouth. I still got .12cent left in my mouth. #moneysaver haha
2012-01-01	Chipotle's addition of brown rice is the biggest advancement in fast food since the creation of #Chipotle.
2012-01-01	Last day of the year #Chipotle run. (@ Chipotle Mexican Grill) http://4sq.com/s3J4JO
2012-01-01	Quick run to #chipotle never gets old
2012-01-01	SO CUTE! RT @LiLtisa: My nephew was struggling! RT @_itsComplicat_d: Poor Tyran was trying to bit it #CHIPOTLE http://yfrog.com/obef8otj
2012-01-01	#Chipotle time and yes I did hit da lick on them again
2012-01-01	#CHIPOTLE dinner first! :-) #Lovethisplace
2012-01-01	We  #chipotle! @caitcrandall looks heavenly with her burrito baby. @ Chipotle Mexican Grill http://instagr.am/p/dUBwW/
2012-01-01	Take out #Chipotle even if there is only a corner. Never throw any thing in the trash. No exceptions
2012-01-01	In addition, a great moment in 2011 was getting that late lunch at #Chipotle with @Dominatrixxxxxx @THErosterfarian @Classdaddy8 #niceguys
2012-01-01	Anytime I hear Soul Coughing in a public place it blows my mind. #chipotle
2012-01-01	I aint sitting in this line. Thank god for online ordering #chipotle
2012-01-01	#2012BucketList - To get me & my baby mama @Truth_The_MILF a side gig as #Chipotle promoters since we swear by them ANYWAY!!!!
2012-01-01	Thanks to @Dsmell for the #chipotle giftcard! It went into great use! You're seriously the #best :) :) :)
2012-01-01	all i wanted to do was eat #chipotle takes them an hour to check out
2012-01-01	My baybeessssss @Hernandez_p4p && @nikkki_smith we needs chill nddddddd go to #chipotle
2012-01-01	That awkward moment when someone asks you how you stay in shape.......uhhhh #fiveguys #chipotle #tacobell #sorryimnotsorry ;*
2012-01-01	Cravings. #pitsa #hotpockets #tamales #tortas #burritos #innout #chipotle #jackndabox #yogurtland #panda #gummyworms #munchies #fattweet
2012-01-01	Chipotle mentioned again: http://sch.mp/0MDDCd - RT @Britt_Britt91 So who wanna buy me some #chipotle
2012-01-01	I want to win one of THREE Chipotle Bucks Prizes #chipotle @havingfunsaving http://havingfunsaving.com/2011/12/buy-30-worth-chipotle-gift-cards-get-a-free-meal-3-giveaways.html…
2012-01-01	Sittin here watchin TV w/ the parentals and the husband and eating #Chipotle. :) #WarmAndFuzzyFeelings
2012-01-01	#Grilled #Pulled #Pork With #Chipotle #Sauce: Michael Ruhlman of http://blog.ruhlman.com shares his… http://goo.gl/fb/83ICv
2012-01-01	#chipotle is my favorite! @ Chipotle http://instagr.am/p/dRjUy/
2012-01-01	Im too pump lol. Moms just came home with a fat burrito bowl #chipotle #MomsYouGottaLoveThem
2012-01-01	I want #chipotle!
2012-01-01	Eating #Chipotle 4 the 1st time in forever! Sooo damn good! @Tee_Tee_Cee 'memba when we would eat it at LEAST 2x a week in college?! Lol
2012-01-01	Thank you #chipotle for a great year of food! This is my last chipotle until #2012 meaning TOMORROW!
2012-01-01	Hanging with Judah Shaver makes for an awesome night. Love that guy! #chipotle&chipmunks
2012-01-01	Lol im SAYIN RT @D0minickHill: Yo @Lil_Chris_702 you gotta talk to #chipotle for that sponsorship bro haha !! You put on for them allday ..
2012-01-01	#Chipotle should deliver.
2012-01-01	My weakness #Chipotle http://instagr.am/p/dBAdV/
2012-01-01	#Chipotle was crazy busy, & my ckn bol is HUGE, good thing i dhdn't order a burrito, it would have been a dbl wrap blow out
2012-01-01	I'm standing in #chipotle wit @cubanalust
2012-01-01	My campers talking about #Chipotle the whole week has take it's toll. I got myself a burrito. :)
2012-01-01	Chipotle is buzzing: http://sch.mp/13FLal - RT @buckeye_babe12 got madddd love for #chipotle
2012-01-01	#Beer Battered Fried #Pineapple with an #Avocado #Chipotle Cream http://dld.bz/UQ6H
2012-01-01	Buzz for Chipotle: http://sch.mp/0t7twt - RT @D0minickHill Yo @Lil_Chris_702 you gotta talk to #chipotle for that sponsorship bro haha !...
2012-01-01	Chipotle is buzzing again: http://sch.mp/0B7MHL - RT @yassinomar #chipotle is awesome!
2012-01-01	“@bshelton19: #chipotle is alright, but not as good as everyone makes it out to be #overrated” I couldn't retweet this enough
2012-01-01	I love #chipotle
2012-01-01	Taco bell in Franklin is now a #chipotle. As much as i love tbell im definitely ok with that
2012-01-01	Grandma's birthday, #bearcat football, new year's eve with no plans except for the fact that I'll be with @monica10over and #chipotle lunch
2012-01-01	Ha! Another mention for Chipotle: http://sch.mp/0wzOpI - RT @Celiiitaaa #Chipotle tomorrow for meeee! :) Can't wait!
2012-01-01	Going to @ChipotleTweets by myself :( Oh well at least I get #Chipotle for freeee :)
2012-01-01	I didn't think #Chipotle could get any better. But with the addition of brown rice.. I stand corrected.
2012-01-01	About to tear into these tacos. #chipotle
2012-01-01	dat #chipotle just hit the spot..da bottle of Moscato on ice..im bout to take a nap wit my girl..be back later yall
2012-01-01	if you plan on going out tonight , i suggest not eating any Spanish or #chipotle food it could get ugly #alcohol #liquor
2012-01-01	Check out Starbucks: http://sch.mp/1bQFfn - RT @kemizitaih #Chipotle, #Starbucks, #Wegmans, #Wholefoods, #TraderJoes, #Target! is for pe...
2012-01-01	#chipotle w/ godsisters
2012-01-01	mmm, iWant #Chipotle for brunch!!! who would like to join?! #abq finally got w/the times & has one now! #steppinthecitygameup
2012-01-01	OD Packed lol smh #Chipotle http://twitpic.com/80y94i
2012-01-01	#Chipotle line ain't movin fast enuff! http://twitpic.com/80wzle
2012-01-01	#Chipotle...
2012-01-01	I can't believe I actually got water in a water cup #chipotle @smcousins621
2012-01-01	Hungry AF! Mmmm i want #chipotle
2012-01-01	Band practice with no band. STRIPES tradition. #chipotle
2012-01-01	New Years Eve trip to the mall to return gifts. In line now at #Chipotle
2012-01-01	Tweeting back and forth with the dude who's job it is to run the #Chipotle twitter. #WhatAnEnthrallingLifeILead
2012-01-01	#chipotle date with #ryanolander and soon enough @meg_frost
2012-01-01	My nephew was struggling! RT @_itsComplicat_d: Poor Tyran was trying to bit it #CHIPOTLE http://yfrog.com/obef8otj
2012-01-01	#Chipotle Goleta will be closing a little early tonight at 8PM and will remain close on the 1st day of 2012
2012-01-01	Hot sauce on my burrito baybeeeeee #Chipotle
2012-01-01	I want #CHIPOTLE
2012-01-01	Bowl or tortilla? RT @dang_randell: #Chipotle Flow feel bad for @LeRonCrowd he missin out.
2012-01-01	Dude throws a burrito at other dudes brand new paint job. http://funnyjunk.com/channel/ragecomics/Adventures+In+The+Chipotle+Parking+Lot/htjuDug/… #chipotle #newyear
2012-01-01	Dat #Chipotle went in.
2012-01-02	I LOVE U MORE!! "@ItsRubenPaul: @shawnpelofsky love u! #ThisIsAShakeDown #HappyNewYear #Chipotle"
