2012-12-31	Xbox Tablet And Smartphone Could Create A Microsoft Gaming Ecosystem : Gaming : - #li #msft http://latinospost.com/articles/8823/20121230/xbox-720-news-tablet-smartphone-create-microsoft.htm#lbGVUEdYSdZ32kRb.02…
2012-12-31	PCWorld: Microsoft battles pirated software as a security risk http://bit.ly/TW7WlV #msft #AntiPiracy #China
2012-12-31	#Google is Going to be the Next Public and Private #Data Warehouse? #SQL #Amazon #AWS #Azure #Google #HP #IBM #MSFT #Oracle
2012-12-31	Here at Microsoft Asia, we would like to wish one and all a very Happy New Year! #msft #celebration #holidays
2012-12-31	#MSFT: Vista was bad product. Windows8 is a disaster for entire PC industry. Watch PC sales tumble.
2012-12-31	RT @MobieChick RT to WIN Heard of #MeetYours? Take the challenge TODAY & get a chance at #FREE swag #MSFT at these #ATT http://bit.ly/V75bKp
2012-12-31	What value do abandoned sw projects bring to companies? Just opensource them if you do not use them anymore #oracle #nokia #msft #apple
2012-12-31	RT @MobieChick: RT to WIN: @MobieChick is at Lincolnwood Town Center #Chicago! Come to the @ATT store for a chance to score #MSFT swag! ...
2012-12-31	Amazon , HP, Microsoft (NASDAQ:MSFT), Google and Apple | Real Edge Magazine: - #li #msft http://therem.org/tech-suffers-amazon-nasdaqamzn-hp-microsoft-nasdaqmsft-google-nasdaqgoog-and-apple-nasdaqaapl/12798/#.UOG5Dgrcino…
2012-12-31	New #MSFT whitepaper covers mitigation techniques against targeted PtH & other credential theft attacks. Read: http://bit.ly/USCZKl
2012-12-31	Welcome back! #MSFT Security Advisory (2794220): Vulnerability in Internet Explorer Could Allow Remote Code Execution http://technet.microsoft.com/en-us/security/advisory/2794220…
2012-12-31	@fikertommo IM A #MSFT YEA BUDDY
2012-12-31	Hold on, a Paradigm Shift is here: From #Browser to Operating System, Jump Page to #OS #Windows #Google #MSFT http://wp.me/p2GZsd-fs
2012-12-31	#Business Intelligence, Analogies, and Articulation of #Data on Mediums #BI #BO #Google #HP #IBM #MSFT #Oracle http://wp.me/p2GZsd-cU
2012-12-31	So will 2012 end w/ no @photosynth or @Skype final for @windowsphone 8? Come on @Microsoft - #SupportYourOwn #WP8 #MSFT #HalfBaked
2012-12-31	The confusion gets real
2012-12-31	@KylieJenner the #MSFT clique needs to get this stuff off their backs.
2012-12-31	#Windows8 Nightmare : #Hyper-V does not support USB ports! Seems we have to revert to #VirtualBox. Will these regressions ever stop #MSFT?
2012-12-31	Why can't you rename deleted items in the Recycle Bin? - The Old: Raymond Chen - #MSFT . 31 Dec 2012 7:00 AM. Co... http://bit.ly/Xc221c
