2014-01-01	$#AAPL, $#PSX, US #Stocks Finish A Big Year On An Upbeat Note: $AAPL, $PSX, US Stocks Finish… http://goo.gl/fb/a2eWL
2014-01-01	What Gives with $AAPL? #AAPL http://goo.gl/fb/8CdJe
2014-01-01	#CisneNegro para #AAPL? @CNBC: Apple says it played no role in the NSA's alleged efforts to hack the iPhone: http://cnb.cx/19FUXui • $AAPL
2014-01-01	Mac Pro/OS X 4K Display Compatibility ‘Like the Wild West’, Some 4K Monitors Unsupported http://ift.tt/1amv2oi #AAPL
2014-01-01	Apple Inc Confirms Opening of New Flagship Store in Brisbane; Holiday ... http://ift.tt/1dmQZYR #AAPL
2014-01-01	@alisonhaislip #AAPL Strong Buy!
2014-01-01	Apple Inc. (AAPL) Has Been Very Uncooperative: Michael Bromwich http://ift.tt/19ZyQQ7 #AAPL
2014-01-01	I am enclosing the #AAPL chart with Fibonacci Timing for a high around Jan 22nd 2014.
2014-01-01	Passion Investment Portfolio http://bit.ly/14tVNUA chose #AAPL-Apple Inc. for Products I like - #iphone
2014-01-01	Entry-Level Mac Pro Offers Comparable Pricing Versus OEM PCs, DIY Systems More Affordable http://ift.tt/1cl1K9k #AAPL
2014-01-01	in 2014 #AAPL may bid for #SONY
2014-01-01	Apple Inc. (AAPL): Wedge Partners offers cautious China Mobile iPhone estimates http://ift.tt/19X7oCw #AAPL
2014-01-01	#AAPL – Is #Apple CEO Tim Cook Wildly Overpaid?: received $4.25 million worth of compensation this year. Dec 3... http://bit.ly/1k21s1r
2014-01-01	Early movers: HTZ, FDX, TWTR, NFLX, #AAPL & PSX: http://CNBC.com: Hertz Global–Hertz has adopted a so-ca... http://bit.ly/1d6itOQ
2014-01-01	Tim Cook Earned Almost $4.3 Million In 2013 [Report] http://cultm.ac/1jSuJeH #aapl #apple #Bayarea #onepercent #luxury
2014-01-01	3 Potential Threats That This Tech Giant Is Facing http://dlvr.it/4cD4cr #AAPL #AMZN #FB #GOOG #VinayKumarSingh #news #hot #business
2014-01-01	“@iMore: Forget the rumored iPad Pro, what 2014 needs is a better Apple TV http://phon.es/3a8n” also with an phablet iPhone, c'mmon #AAPL
2014-01-01	App Store Downloads and Revenue Surpasses 50% Growth on Christmas Day 2013 [iOS Blog] http://ift.tt/18VtoyQ #AAPL
2014-01-01	Apple Inc. : NY monitor: Apple hindering e-book antitrust work http://ift.tt/19y1Dxd #AAPL
2014-01-01	Apple's Cylinder Shaped Mac Pro Earns High Marks for DIY Repairability - HotHardware http://po.st/U1ndmJ #macpro #apple #AAPL
2014-01-01	NSA Was Able to Capture Live Data From Compromised iPhones in 2008, Including Live Camera, GPS, and More http://ift.tt/19BwV0r #AAPL
2014-01-01	Yeah, 2013 was a quiet year for #AAPL…
2014-01-01	#Deseos2014 q las acciones de #AAPL sigan subiendo
2014-01-01	Recently Opened Dutch Apple Store in Haarlem Hit by Smash-and-Grab Robbers [Mac Blog] http://ift.tt/1akMb1R #AAPL
2014-01-01	Early movers: FDX, TWTR, NFLX, #AAPL: Names on the move ahead of the open. http://bit.ly/1d6itON
2014-01-01	Daytrade setting up in #AAPL right around the corner here....http://shadowtrader.net/?p=5053
2014-01-01	Apple Inc and Carl #Icahn Will Go Head to Head in Annual Shareholder's Meeting in 2014 http://au.ibtimes.com/articles/532218/20131230/apple-inc-stocks-buyback-proposal-carl-icahn.htm#.UsIoCDY0SvA.twitter… #AAPL #stocks
2014-01-01	Don't Make The Same Devastating Investing Mistake As #Apple: Apple (Nasdaq: #AAPL) has a monster of a problem.... http://bit.ly/1hdxzsS
2014-01-02	iTV Will Boost Apple http://dlvr.it/4cf3Hw #AAPL #TechVestor #news #hot #business
2014-01-02	Apple Inc. (AAPL): iTV Will Boost Apple http://ift.tt/1a1g5eU #AAPL
2014-01-02	2013 Wrap-Up And Trading Set Review - Part III http://dlvr.it/4cY6Mt #AAPL #BP #CNW #CSCO #CSX #news #hot #business
2014-01-02	Apple denies any involvement with #NSA iPhone spy-program http://venturebeat.com/2013/12/31/apple-dropout-jeep/… #infosec #AAPL
2014-01-02	#Apple insists it did not work with #NSA to create #iPhone backdoor program http://gu.com/p/3ygtz #yeahright #AAPL
2014-01-02	iOS 7 snags 78 percent of all Apple devices #AAPL http://news.cnet.com/8301-13579_3-57616391-37/ios-7-snags-78-percent-of-all-apple-devices/?part=rss&subj=news&tag=title…
2014-01-02	Nobody @ #AAPL reads the news. Apple Says It Is ‘Unaware’ of N.S.A. iPhone Hack Program http://bits.blogs.nytimes.com/2013/12/31/apple-says-it-is-unaware-of-n-s-a-iphone-hack-program/?partner=socialflow&smid=tw-nytimesbusiness&_r=0… #Hypocrisy
2014-01-02	Google, Apple Entering The Automotive Market: A Real Threat For... http://dlvr.it/4cZ2wm #AAPL #GOOG #GRMN #PimKeulen #news #hot #business
2014-01-02	Apple Inc. : N.Y. monitor says Apple obstructing antitrust work after judge's ... http://ift.tt/19JBJ7a #AAPL
2014-01-02	Apple Inc. (AAPL) iBeacon with Micromapping can revolutionize retail [REPORT] http://ift.tt/19BdmuU #AAPL
2014-01-02	.@500Startups: "The Year in GIFs: 2013 Hi-Tech Madness" http://500.co/2013/12/31/2013-gifs/… #Drones #Bitcoin #Beyoncé #GOOG #AAPL #TWTR #FB #MSFT #AMZN
2014-01-02	#AAPL shareholders pls support @Carl_C_Icahn's proposal 4 #AAPL to commit 2 completing not less than $50 bill of share buybacks during fy14
2014-01-02	Passion Investment Portfolio http://bit.ly/14tVNUA chose #AAPL-Apple Inc. for My Automobiles - #technology
2014-01-03	Apple downgraded by Wells Fargo & Co. to market perform. $536.00 PT. http://analystratings.net/r/263041 $AAPL #AAPL via @RatingsNetwork
2014-01-03	#Apple insists it did not #collude with #NSA to create #iPhone backdoor program http://theguardian.com/technology/2013/dec/31/apple-nsa-backdoor-iphone-program… #infosec #AAPL
2014-01-03	#AAPL's downgrade by Wells Fargo is utter non sense.
2014-01-03	$AAPL > smashed down in early trading #AAPL
2014-01-03	#AAPL cae 1,02% a $532,01, luego que Wells Fargo redujera su recomendación de compra, y un nuevo precio objetivo, en un rango de $536 a $581
2014-01-03	Apple Inc. : Patent Issued for Seamlessly Embedded Heart Rate Monitor http://ift.tt/1lDmH56 #AAPL
2014-01-03	http://9to5mac.com/2013/12/31/opinion-what-might-we-expect-from-apple-in-2014/… Except for the store, all hardware! #AAPL needs to deliver on software, otherwise it lose the strategic race
2014-01-03	Wells Fargo downgrades #AAPL based on gross margin concerns: 9 to 5 Mac: Well Fargo has downgraded #AAPL stock... http://bit.ly/1d2sHoB
2014-01-03	Again, #Christmas Proved #Google's #Guilty Secret: #Androids Are Basically Used As Dumb#phones (#AAPL, GOOG) http://bit.ly/1eYFqdw 'Fro...'
2014-01-03	Apple downgraded by Wells Fargo & Co. to market perform. http://ift.tt/18ZgVue $AAPL #AAPL
2014-01-03	#AAPLTIMINGFORLOW #aapl has Fibonacci timing for a low today. By Jan 17th #AAPL might hit $600.
2014-01-03	#AAPL downgraded at #wellsfargo. #Apple bear? No way. Could it be?
2014-01-03	There's absolutely no reason for today's Market decline. Especially for Wells Forgo's #AAPL downgrade. Price manipulation? @CNBCFastMoney
2014-01-03	#Apple still in trend #AAPL $AAPL
2014-01-03	@GuyAdami How come Goog, Amzn, IBM has double digit PE with very low growth or no profit while #AAPL has 12% Rev. Growth. #junkanalysis
2014-01-03	Apple Inc. (NASDAQ:AAPL): iPhone Orders On China Mobile (CHL) Up To Slow ... http://ift.tt/19JcAGy #AAPL
2014-01-03	'Lucky Bags' Go on Sale at Japanese Apple Stores, Big-Ticket Items Included http://ift.tt/1cK6PwI #AAPL
2014-01-03	#Mavericks #Mail deleted all of my Inbox email over 30 days old resetting the account. #MarchToMediocrity #AAPL
2014-01-03	$#AAPL Apple Say It Did Not Work With #NSA To #Hack iPhones: $AAPL Apple Say It Did Not Work… http://goo.gl/fb/7VLsv
2014-01-03	@StkConfidential perhaps Wells Fargo should read Cantor reports on #AAPL Appl is extremely undervalued.
